bucket_id,layer,parent_bucket_id,n_train,n_val,pos_rate_train,pos_rate_val,alpha,beta,regret_val,F1_val,Precision_val,Recall_val,BND_ratio_val,pos_coverage_val,use_parent_threshold,threshold_n_samples,n_all,pos_rate_all,BAC_val,AUC_val,score_metric,score_value,parent_score_value,gain_value,is_weak,threshold_source_bucket,parent_with_threshold,n_test,pos_rate_test,BND_ratio_test,POS_Coverage_test,regret_test,fold,pos_rate
L1_proto=tcp|L2_service=ftp,L2,L1_proto=tcp,980,257,0.5183673469387755,0.49416342412451364,0.3,0.1,0.5058365758754864,0.6614583333333334,0.49416342412451364,1.0,0.0,1.0,True,257,1237,0.513338722716249,0.5,0.4880981223500908,bac_regret,-0.005836575875486361,0.27256743162378794,-0.2784040074992743,True,ROOT,,315.0,0.5047619047619047,0.0,1.0,0.49523809523809526,2,0.513338722716249
L1_proto=tcp|L2_service=ftp-data,L2,L1_proto=tcp,891,220,0.3164983164983165,0.36818181818181817,0.3,0.1,0.6318181818181818,0.5382059800664452,0.36818181818181817,1.0,0.0,1.0,True,220,1111,0.32673267326732675,0.5,0.49640287769784175,bac_regret,-0.13181818181818183,0.27256743162378794,-0.40438561344196977,True,ROOT,,285.0,0.29473684210526313,0.0,1.0,0.7052631578947368,2,0.32673267326732675
L1_proto=ospf,L1,ROOT,0,0,,,0.3,0.1,,,,,,,True,0,543,0.9429097605893186,,,bac_regret,,0.27256743162378794,,True,ROOT,,,,,,,2,0.9429097605893186
L1_proto=ospf|L2_service=-,L2,L1_proto=ospf,436,107,0.9357798165137615,0.9719626168224299,0.3,0.1,0.028037383177570093,0.985781990521327,0.9719626168224299,1.0,0.0,1.0,False,107,543,0.9429097605893186,0.5,0.9086538461538461,bac_regret,0.4719626168224299,0.27256743162378794,0.19939518519864197,False,L1_proto=ospf|L2_service=-,,133.0,0.9473684210526315,0.0,1.0,0.05263157894736842,2,0.9429097605893186
L1_proto=tcp|L2_service=pop3,L2,L1_proto=tcp,270,73,1.0,1.0,0.3,0.1,,,,,,,True,0,343,1.0,,,bac_regret,,0.27256743162378794,,True,ROOT,,80.0,1.0,0.0,1.0,0.0,2,1.0
L1_proto=sctp|L2_service=-,L2,L1_proto=sctp,197,59,1.0,1.0,0.3,0.1,,,,,,,True,0,256,1.0,,,bac_regret,,0.27256743162378794,,True,ROOT,,68.0,1.0,0.0,1.0,0.0,2,1.0
L1_proto=sctp,L1,ROOT,0,0,,,0.3,0.1,,,,,,,True,0,256,1.0,,,bac_regret,,0.27256743162378794,,True,ROOT,,,,,,,2,1.0
L1_proto=tcp|L2_service=others,L2,L1_proto=tcp,166,37,0.1746987951807229,0.2702702702702703,0.3,0.1,,,,,,,True,0,203,0.1921182266009852,,,bac_regret,,0.27256743162378794,,True,ROOT,,,,,,,2,0.1921182266009852
L1_proto=any,L1,ROOT,0,18,,1.0,0.3,0.1,,,,,,,True,0,78,1.0,,,bac_regret,,0.27256743162378794,,True,ROOT,,,,,,,2,1.0
L1_proto=any|L2_service=-,L2,L1_proto=any,60,18,1.0,1.0,0.3,0.1,,,,,,,True,0,78,1.0,,,bac_regret,,0.27256743162378794,,True,ROOT,,18.0,1.0,0.0,1.0,0.0,2,1.0
L1_proto=gre|L2_service=-,L2,L1_proto=gre,59,8,1.0,1.0,0.3,0.1,,,,,,,True,0,67,1.0,,,bac_regret,,0.27256743162378794,,True,ROOT,,21.0,1.0,0.0,1.0,0.0,2,1.0
L1_proto=gre,L1,ROOT,0,8,,1.0,0.3,0.1,,,,,,,True,0,67,1.0,,,bac_regret,,0.27256743162378794,,True,ROOT,,,,,,,2,1.0
L1_proto=ipv6|L2_service=-,L2,L1_proto=ipv6,44,8,1.0,1.0,0.3,0.1,,,,,,,True,0,52,1.0,,,bac_regret,,0.27256743162378794,,True,ROOT,,9.0,1.0,0.0,1.0,0.0,2,1.0
