dataset,metric,gain
Diabetic,BAC,0.032320872274143264
Diabetic,BAC,0.06441947565543071
Diabetic,BAC,-0.012974683544303811
Diabetic,BAC,0.04502541757443712
Diabetic,BAC,-0.035510204081632635
Diabetic,BAC,-0.047222222222222276
Diabetic,BAC,-0.10227272727272729
Diabetic,BAC,0.0
Hospital,BAC,0.007094145043246791
Hospital,BAC,0.018503585441753456
Hospital,BAC,0.008148434812521477
Hospital,BAC,0.015249140893470736
Hospital,BAC,0.030303030303030276
Hospital,BAC,0.0
Hospital,BAC,0.022049689440993836
Hospital,BAC,0.09224598930481287
Hospital,BAC,0.033333333333333326
Hospital,BAC,0.03154425612052725
Hospital,BAC,-0.0021114864864864025
Hospital,BAC,-0.02846832397754606
Hospital,BAC,0.0
Hospital,BAC,0.022727272727272818
Hospital,BAC,0.014102564102564052
Hospital,BAC,0.015151515151515138
Hospital,BAC,0.05263157894736836
Hospital,BAC,0.02857142857142858
Hospital,BAC,0.06250000000000006
Hospital,BAC,0.01851851851851849
Hospital,BAC,0.0625
Hospital,BAC,0.001728110599078403
Hospital,BAC,0.050000000000000044
Hospital,BAC,0.04347826086956519
Hospital,BAC,0.02631578947368418
Hospital,BAC,0.0364145658263304
Hospital,BAC,0.0
Hospital,BAC,0.0
Hospital,BAC,0.0
Hospital,BAC,0.023809523809523836
Hospital,BAC,-0.01071707866025784
Hospital,BAC,-0.03233460830145918
Hospital,BAC,-0.009722349912659856
Hospital,BAC,0.012261119567055667
Hospital,BAC,-0.019960861056751544
Hospital,BAC,-0.017526188557614897
Hospital,BAC,-0.030555555555555558
Hospital,BAC,-0.033076923076923115
Hospital,BAC,-0.06657608695652173
Hospital,BAC,-0.007777777777777772
Hospital,BAC,-0.004914004914004955
Hospital,BAC,-0.03467297084318366
Hospital,BAC,-0.0017857142857142794
Hospital,BAC,-0.035153019023986765
Hospital,BAC,-0.015837104072398245
Hospital,BAC,0.0374887082204155
Hospital,BAC,0.0
Hospital,BAC,0.01590909090909093
Hospital,BAC,-0.020380434782608703
Hospital,BAC,0.019230769230769162
Hospital,BAC,-0.05222222222222217
